id,premise,hypothesis,lang_abv,language,label
98514da0a1,casa de marinos tagus,sailors house,el,Greek,0
398fe7a47d,حقوق اور آزادی کے درمیان تعلقات اس طرح کے سر پر بدل گیا ہے,آپ کے حقوق اور آزادی کے درمیان تعلق ہے,ur,Urdu,0
9dddab25d0,ensuit mme reprsent a effectu visit initial revoit nouveau fournisseur rpondr question discut problm relev lchantillon rclamat,reprsent effectu visit dun heur,fr,French,1
45507a00c9,من اللافت للنظر أن هذا الشذوذ لا يزال قائما، حتى في العديد من المصادر الحديثة,تم اقصاء الشذوذ منذ عدة قرون,ar,Arabic,2
9f82b4297c,когато се случи съвпадение за хотелски и някои други такси ще бъде направена проверка на действителните данни за пътуването,самото пътуване ще бъде потвърдено с помощта на хотелските такси,bg,Bulgarian,0
a805251fd5,ดี ฉันไม่ได้คิดอะไรเกี่ยวกับเรื่องนี้ แต่ฉันก็ผิดหวัง และ ฉันก็กลับไปคุยกับเขาอีกครั้ง,ฉันไม่ได้คุยกับเขาอีกเลย,th,Thai,2
ab68526ce0,si kawaida mimi hupita mapishi yoyote ambayo ina zaidi ya hatua tano au sita kwa sababu najua kamwe siwezi kuchukua muda wa kufanya hivyo,huwa sifanyi resipi ngumu,sw,Swahili,0
a2268fa4cf,good hard believ didnt think anybodi countri hadnt seen one,thought everyon us alreadi seen movi,en,English,1
496290b0bd,جیسا کہ میں نے پہلے ہی محسوس کیا ہے، آپ بہت مہیا نہیں ہیں,یہ آدمی غیر مہذب ہے,ur,Urdu,0
ac36a95906,rice nhng ngi khc nh li li tng thng ni ti mt mi rui ri,go cha bao gi nghe tng thng ni,vi,Vietnamese,2
2d0ccaa365,menu price includ tax servic charg customari leav tip serv satisfactorili,custom tip addit tax menus,en,English,0
56af8a16d1,umhum think come educ someth like,think come educ,en,English,0
2564a8c6bd,note toxic lc sampl observ rangefind test may signific differ toxic observ followup chronic definit test definit test longer test may perform sampl collect differ time possibl differ signific level toxic,toxic sampl rangefind test exact toxic followup test,en,English,2
27aa1b5626,upon commenc commerci oper new util unit subpart part b unit shall compli requir subsect,unit shall compli requir subsect certain condit,en,English,0
1c668a79f6,addit reason belief fact cup found contain sugar mademoisell cynthia never took coffe,evid sugar cup,en,English,0
275f535729,shrug,motionless,en,English,2
6c95e0d5df,want punch button go,start go punch button,en,English,2
897da026c8,sit web mus smithsonian dhistoir naturel web fair descendr pag deux trois fois,smithsonian nest aucun numr,fr,French,2
1ae0b1f34f,done said last,possibl,en,English,0
8a9f0508fa,с влизането си на общия пазар през г икономическите перспективи на гърция се засилиха,гръцкото население бе доволно че страната влезе в общия пазар,bg,Bulgarian,1
8f6feab2cd,articl explain al gore enlist vietnam war fealti father distast draft gore deplor inequ rich serv,gore enlist armi,en,English,1
d1831e77f9,nearer find tuppenc next sunday th,th next sunday,en,English,0
5238654d4d,goistering trmin curios ris fuert femenin mal trabaj llam excus bien podr ser viej laurenc atrap hoy,pus nombr ris muj mod pud habl sup,es,Spanish,1
5322942c2c,percent total cost function includ model cost elast respect volum shown tabl,tabl also show pictur diagram function,en,English,1
e54cf8686d,wind start blow one earlier trip realli middl,glad wind calm,en,English,2
8f6a1d3dff,even auditor follow standard methodolog may still serv use sourc guidanc auditor plan work gaga,auditor ignor follow standard methodolog,en,English,2
de5587e6a8,next year expel rand secur risk local polic caught engag lewd act public men room near muscl beach,kept rand even though arrest,en,English,2
17fc418051,baixada de santa eulalia carrer dels banys nous,carrer dels banys nous,el,Greek,1
99517effa1,togeth forc attorney respons serv civil legal need poor vulner peopl throughout state,altogeth lawyer strive serv vulner less fortun individu state,en,English,0
effbaf3ab1,go,want know your go,en,English,0
44ddd3030e,yeah know colleg work,colleg graduat school work well,en,English,1
742908995c,piskoposun yeenlerinin kargosu bizde olmasna ramen elini tumasn istemezdi,piskoposun yeenleri zaman onun elini zorla tutuyordu,tr,Turkish,2
0510b61db3,guangzhou popul million straddl pearl river china fifth longest link citi south china sea,major river china,en,English,2
d5ff169bc4,concentr must fall,concentr fell,en,English,1
090a573b48,времето от пускането на поръчката до приключването на дейностите по въвеждане в експлоатация е седмици и за двата блока,има и други единици които биха могли да изпълнят тези поръчки побързо за повисока цена,bg,Bulgarian,1
e5b8b9a3d3,,,zh,Chinese,0
bc52edfd5b,contrast landscap central highland south coast could mark,beauti artist paint landscap central highland,en,English,1
964f475c39,yeah yeah think well know true see lot know ralli behind femal may lose golli go make statement,ralli behind femal candid might lose make histori,en,English,0
f1895ad052,arsenic would put poor emili way well strychnin,neither arsenic strychnin would effect emili,en,English,2
7bbee5571d,statu behead sever year ago island blame josephin role slaveri martiniqu,statu erect remind populac stay obedi master,en,English,2
7238c8deee,oh havent quit work,havent put togeth yet,en,English,0
46fc2c7c50,tant membr cercl intrieur pouv attendr obten parm meilleur sig stand dexamen plus grand clbration dmocrat mond e inaugur prsidentiel amricain,meilleur sig voir linaugur prsidentiel amricain peuvent tre acquis membr cercl rapproch,fr,French,1
a5347753e2,appropri state much person fortun princ found harder curtail power landown extens contact conserv element congress parti,difficult curtail power landown extens contact conserv element congress parti parti pay,en,English,1
e08ee94ffd,although got phd philosophi mani year ago thought read matter ever sinc heaven whatev know dont mani answer feel confid,dont know subject complic,en,English,1
cd547de70d,والطبقات الأصغر واستخدام التكنولوجيا، ومن النقص الطويل في مساحة دعم الطلاب الخزانات، وخدمة الطعام، ومكاتب المنظمات الطلابية,الأقفال الموجودة لا تكفي الطلاب,ar,Arabic,0
21eefb0b4f,,,zh,Chinese,2
2c995019b3,intrt clair soutenu cet organis naiss sach cel profit vill ensembl,croi lorganis dtruir vill,fr,French,2
15a78fd88d,four five town rode past rout diminish number furi kal thorn,kal thorn angri,en,English,0
396b05e8f6,well difficulti look old testament number place uh lord went simpli struck part problem went promis land uh didnt destroy everybodi that,problem went promis land,en,English,2
9698dc78b2,dj dit jai essay expliqu jtais frustr avoir tout inform dont jav besoin,dit jav besoin plus dinform dcid jall fair post,fr,French,1
8c5aa29e60,concentr greenhous gase especi co increas substanti sinc begin industri revolut,global warm real,en,English,1
499afa57b7,poble espanyol,poble espanyol,zh,Chinese,0
8195bd4483,mircol clinton decidi habl industri diferent,clinton habl multitud mircol muse,es,Spanish,1
4fe2c234d4,oh donc jai vrai aim cel,ctait plus dgot,fr,French,2
446c30acde,econom growth also depend educ enhanc knowledg skill nation work,knowledg skill nation work influenc econom growth nation,en,English,0
94e5ebe3ed,continu lector pued intent haza tambin,lector quier quiz prob desaf continu,es,Spanish,1
0fe6fbf72d,إن دعمك للنوايا الحسنة سيوفر التدريب على الوظيفة وخدمات التوظيف لمساعدة أصعب خدمة في وسط ولاية إنديانا على إيجاد فرص عمل ذات مغزى,دعم النوايا الحسنة سيخفض معدل البطالة,ar,Arabic,1
37178d5fa7,uh know peopl eat ton kind stuff theyr healthi,anyon know eat kind stuff ill,en,English,2
24c7d6e62f,تُظهر مقالة ستيفنسون افتقارًا جوهريًا لفهم ما تستلزمه حملتنا,من الواضح من كتابته أن ستيفنسون ليس لديه أدنى فكرة عما تستلزمه حملتنا,ar,Arabic,0
abe246aded,there noth like trendi resort cloth avail style island design adlib group,adlib group design trendi resort cloth,en,English,0
8b923a1e5d,,,el,Greek,0
2bb7622a73,ruthless campaign result irish dead deport,irish die deport due ruthless campaign,en,English,0
d8cbec1b95,display superb marbl sculptur second centuri ad notabl venus emperor hadrian wife sabina,paint th centuri philosoph display,en,English,2
e6148a23a6,sudden start face blanch,stood immobil stern express face,en,English,2
207ce8830d,read slate bush flaunt courag clich,bush use clich remain power,en,English,1
adc9f7540c,sol apret diner ahor mism siqu doy gust,sol da pag,es,Spanish,1
ff7a0dc594,si comenz nuev ao fiscal dficit ser ao replet desaf,negoci pued ser posibl si comenz nuev ao fiscal dficit,es,Spanish,1
9f3b3afe85,,,hi,Hindi,2
68ad11eb01,известен застъпник на мексиканския испански фолклор в югозапада и калифорния е чарлс ф лумис самоук фотограф етнолог музиколог журналист и основател на югозападния музей в лос анджелис,чарлз ф лъммис беше забавен,bg,Bulgarian,1
